frame,bbox,face_id,detect_conf,track_conf,sex_decfunc,age_decfunc,sex_label,age_label,sex_decfunc_avg,age_decfunc_avg,sex_label_avg,age_label_avg
8,"(629, 224, 662, 257)",0,0.9984966516494751,,0.50430536,5.0900464,m,45.90046405792236,0.7793047,3.607655,m,31.076550483703613
10,"(627, 224, 661, 258)",0,,14.992670863797953,1.054304,2.125264,m,16.252639293670654,0.7793047,3.607655,m,31.076550483703613
28,"(629, 223, 663, 257)",1,0.9998981952667236,,-2.1847594,3.8368256,f,33.36825609207153,-1.4975123,3.1438842,f,26.438841819763184
30,"(631, 224, 664, 256)",1,,17.690337360839337,-0.8102654,2.450943,f,19.509429931640625,-1.4975123,3.1438842,f,26.438841819763184
72,"(766, 225, 806, 265)",2,0.9996163249015808,,-2.1942608,5.0980706,f,45.980706214904785,-2.1942608,5.0980706,f,45.980706214904785
76,"(736, 224, 780, 269)",3,0.9999040365219116,,-2.3060367,3.7562897,f,32.56289720535278,-2.3060367,3.7562897,f,32.56289720535278
76,"(625, 220, 658, 253)",4,0.9994173049926758,,0.68723,3.0688,m,25.687999725341797,-0.4481714,3.3595262,f,28.595261573791504
78,"(626, 219, 659, 252)",4,,17.586893907455636,0.72176445,3.251871,m,27.51871109008789,-0.4481714,3.3595262,f,28.595261573791504
80,"(624, 217, 659, 252)",4,0.9996985793113708,13.750894238660601,-0.59192914,5.2710743,f,47.71074295043945,-0.4481714,3.3595262,f,28.595261573791504
80,"(703, 229, 753, 279)",5,0.9998334050178528,,-5.0525637,3.7587972,f,32.587971687316895,-4.7803073,3.226444,f,27.264440059661865
82,"(624, 217, 659, 251)",4,,20.102496365340496,-0.60967755,3.3619683,f,28.619682788848877,-0.4481714,3.3595262,f,28.595261573791504
82,"(691, 234, 739, 281)",5,,9.879689015073959,-4.508051,2.6940908,f,21.940908432006836,-4.7803073,3.226444,f,27.264440059661865
84,"(624, 217, 659, 251)",4,0.9997286200523376,16.486803412192934,0.22950983,2.7683654,m,22.683653831481934,-0.4481714,3.3595262,f,28.595261573791504
84,"(667, 243, 719, 295)",6,0.999880850315094,,-3.4309242,3.399612,f,28.996119499206543,-3.4309242,3.399612,f,28.996119499206543
