same_face_id,sex_decfunc_avg,age_label_avg
0,0.6182742866666667,33.619863192240395
1,-2.8049142750000002,37.80546545982361
2,-1.56831875,23.694145679473877
3,-2.618215885714286,34.70647459938412
5,-0.07227005250000001,23.11753273010254
6,0.347868085,22.88653701543808
9,-0.6662399166666666,26.78244113922119
14,1.6317816749999998,24.59962785243988
16,-1.2901774454545454,23.901307582855225
17,-1.447739612,20.147512912750244
22,0.8004175250000001,22.527121901512142
24,0.94708157,28.06032657623291
28,1.1099344,27.386164665222168
35,-0.6158023,27.26004123687744
36,0.66765516,18.59640598297119
38,1.2397643,26.07261037826538
39,1.7671143533333336,22.411826451619465
42,1.0700001384615385,22.319434789510872
43,1.43848005,30.684643983840942
44,-2.5348582,30.827877521514893
46,-0.48545803425,29.10959005355835
50,-1.1332483333333334,24.400754769643147
53,0.2758457790666667,29.16638724009196
54,1.4689278666666667,24.666985193888348
55,-3.181831246153846,30.65550107222337
56,-0.5893642361538463,28.545830616584194
58,-2.610176,24.935357570648197
60,-3.5809126,24.491662979125977
61,-2.4697408,23.337725003560383
63,1.6503240292857144,29.789162363324845
64,2.1885498,24.998602867126465
67,0.31848177,24.89525556564331
71,1.5416938,27.06087589263916
77,-0.8064789900000001,28.679627418518066
81,3.0298984,22.19151496887207
84,-1.0005011499999998,25.957815647125244
87,-0.4003852333333333,26.250011920928955
88,0.39182544545454545,25.735973661596123
89,-3.55931445,24.112229347229004
91,-2.0384107,31.242981433868408
94,-0.6020905,31.38561487197876
96,-3.2430794499999998,24.288219213485718
97,-1.185145388,28.467347621917725
102,0.5394137,27.88900375366211
103,0.54024935,35.43260335922241
104,-0.8295866999999999,28.50326895713806
105,-3.85101975,28.362447023391724
108,-1.0027215333333335,27.211710214614868
111,-0.6098089675,23.723227977752686
113,-0.9938773,28.78321647644043
114,0.32838867,26.659982601801556
115,-0.17253881666666668,18.749268849690754
118,-0.35770836,27.255265712738037
122,-1.6758922111111112,27.772422631581623
125,0.40063306482500005,28.59646439552307
127,-0.311563175,20.04387140274048
133,-0.794114636,27.888086318969727
134,-0.3456371285,29.2035710811615
135,-0.23040659900000002,27.72907813390096
141,-0.8571957769230768,25.71548553613516
142,-2.053404775,34.602941274642944
143,-1.5927750999999999,31.57343029975891
145,-0.75113311,24.89284634590149
147,0.8423075800000001,26.544405330311168
149,-1.369159675,31.856284141540527
150,-0.80850645,26.970515727996826
153,-3.4061771333333337,25.775275468826294
159,1.00461219,26.29764659064157
165,-1.9291221,49.68233585357666
166,-0.14626972875000002,28.383051455020905
168,1.4938273,22.772181034088135
172,-0.5572400666666667,41.15565141042074
174,0.8349009,20.493364334106445
176,0.28642689215,23.151397705078125
178,0.64532342,28.979674577713013
181,-1.7321610500000002,27.61956810951233
183,-6.2073542,25.189679861068726
185,-0.8803289675,40.87144613265991
187,0.09714345250000003,26.554176211357117
188,1.9730249999999998,25.038220087687176
190,-5.025623199999999,19.189032713572185
198,-1.83860938,27.93765640258789
201,0.7557295666666667,23.21813662846883
202,-1.93733698,25.90231227874756
207,1.3013384333333333,28.502477010091145
209,1.5295848333333335,12.900413672129313
