same_face_id,sex_decfunc_avg,age_label_avg
0,0.38472553367651513,26.057347863009483
1,-2.8780496500000003,39.15566682815552
2,-0.29482754411764706,26.61623197443345
3,-2.57119835,32.64615058898926
5,-1.6278581172222222,26.509565512339275
16,-1.19375795,24.142595529556274
17,-1.654889225,19.48984205722809
24,1.298206135,23.51027250289917
26,-0.61914116,22.778196334838867
27,0.940165564,25.896813705049713
28,0.922454958,26.587529182434082
34,0.904132343125,22.736233472824097
35,2.10511998,28.268290299635666
43,-0.37011374804999997,24.44770121574402
44,-2.5348582,30.827877521514893
45,0.992757915,28.585902452468872
46,-0.23373032,34.90455627441406
47,-0.06724082471428573,28.977955409458705
50,-2.8011216,27.464333176612854
52,-1.09822107,26.482290983200073
53,-0.06469502233333331,29.069337844848633
56,-0.9212199654545455,27.548000595786355
58,-1.2153070200000002,21.465485787391664
60,-2.279194433333333,19.839759667714436
61,-1.4926822874999999,24.908803701400757
64,2.1885498,24.998602867126465
65,-2.6102822333333333,23.42367649078369
67,-0.7627685088571428,37.083481550216675
69,-2.0411387574999997,23.650453090667725
71,-0.12378264199999996,33.330058097839355
74,0.60696083,29.495692253112797
91,-2.186051,31.561665534973145
94,-0.6020905,31.38561487197876
100,0.21181065915384614,28.817778605681198
102,0.5394137,27.88900375366211
103,0.5856322375,30.043073892593384
113,2.639332011111111,29.07802634769016
114,0.4940811166666667,27.045419216156006
117,-1.3168063,23.352023363113403
127,0.029117973000000002,28.05022931098938
134,0.2749825335142857,26.9884512083871
135,-0.5311976,31.53820514678955
140,-0.0298841885,24.69103217124939
145,0.15097418,27.20405340194702
148,-1.6532404,22.58163928985596
150,0.33603830777777777,21.05432481235928
165,-1.9291221,49.68233585357666
174,-0.2600805666666666,21.119976043701172
176,-0.7909220808971428,34.597014154706685
178,-2.8848542955555554,28.46695899963379
190,-6.3195896,20.675232410430908
191,-5.434772,21.449637413024902
193,-3.322508,15.442228317260742
194,0.22543745000000004,30.100324153900146
199,0.85380566,29.32340383529663
201,-0.09300193,22.722384929656982
203,0.86179113,26.33369445800781
206,1.4983995,20.5983304977417
209,1.6301938,10.892233848571776
213,1.3283669,16.916773319244385
219,1.8514254,19.946327209472656
221,0.8638786,28.49597454071045
224,1.285845,27.495205402374268
228,1.743994725,26.21936559677124
230,0.65685767,28.0780029296875
235,0.954369,34.165990352630615
244,2.2031872,15.40332555770874
250,-1.5723463333333332,36.5388822555542
276,-0.12372297,24.216079711914062
302,2.46167705,27.340492010116577
309,3.0687029380952384,27.906786487216042
323,-0.7597267,28.455827236175537
343,1.7294884,31.0538649559021
346,0.9882786,28.65231990814209
348,4.2743948,35.12099345525106
411,-0.9953139488235294,27.188819716958438
418,-0.6617101533333334,27.519555886586506
424,-1.0613899420000001,24.196149826049805
455,-0.0454942285714286,27.998127596718923
486,-0.6471815,20.001702308654785
489,-1.0105642,21.85558795928955
490,2.0235554000000002,25.20084857940674
491,-2.0692897,30.985727310180664
493,2.10374482,28.188839356104534
494,-2.1996982,31.748290061950684
496,1.8328601,25.61367511749268
497,-2.0843916,33.56765985488892
506,-2.102161543333333,25.825454394022625
508,-3.4898314,27.848796844482425
510,-1.8207754333333332,26.949408054351807
513,-1.4806891999999998,29.60041840871175
515,1.7512597999999997,31.928171515464783
518,-4.831683,29.471025466918945
519,2.9379423,32.958011627197266
558,0.871183838125,26.458549052476883
559,3.7244244,28.75059723854065
562,3.606803,29.551193714141846
576,2.7702421000000004,35.014499028523765
577,-0.021989953529411767,33.80287002114689
578,-0.24294794,31.53454303741455
582,0.21717352,21.469402313232425
586,-1.6898334,23.580322265625
591,1.1545835,28.43847274780273
597,1.1867314,33.21032404899597
603,1.3273686,30.97019910812378
621,1.352598,26.03744983673096
629,2.232137,16.015124320983887
661,2.051957261,28.664861917495728
667,3.1495743,35.77834606170654
669,0.16892758,22.10139274597168
672,3.61130065,32.346837520599365
677,0.6143515783333333,28.860459725062054
690,1.2866175,29.61865901947021
703,1.9262412,39.17415618896485
736,4.960726,28.161158561706543
749,-2.2288158,26.96359157562256
754,-0.3532474,31.705968379974365
788,-0.413709,22.11312055587769
