frame,bbox,face_id,detect_conf,track_conf,sex_decfunc,age_decfunc,sex_label,age_label,sex_decfunc_avg,age_decfunc_avg,sex_label_avg,age_label_avg
0,"(993, 503, 1089, 600)",0,0.9993106722831726,,-5.260146,3.3385816,f,28.385815620422363,-5.7957616,3.8938055,f,33.93805503845215
3,"(996, 504, 1093, 601)",0,,21.800617469802944,-5.6067057,3.6478333,f,31.478333473205566,-5.7957616,3.8938055,f,33.93805503845215
6,"(1003, 504, 1095, 596)",0,0.9988541007041931,14.681816475265945,-4.4377213,3.6805027,f,31.805026531219482,-5.7957616,3.8938055,f,33.93805503845215
9,"(1009, 507, 1098, 596)",0,,22.866228305861483,-5.8560905,3.6516166,f,31.516165733337402,-5.7957616,3.8938055,f,33.93805503845215
12,"(1003, 504, 1104, 605)",0,0.9995957016944885,17.94929483002989,-7.133444,4.2289696,f,37.289695739746094,-5.7957616,3.8938055,f,33.93805503845215
15,"(1005, 504, 1105, 605)",0,,26.458112353623672,-6.759638,4.414766,f,39.147658348083496,-5.7957616,3.8938055,f,33.93805503845215
18,"(1011, 505, 1106, 599)",0,0.9994798302650452,21.028927756413207,-6.3401203,4.02166,f,35.21659851074219,-5.7957616,3.8938055,f,33.93805503845215
21,"(1014, 504, 1108, 598)",0,,18.11127411868129,-4.972226,4.1665154,f,36.66515350341797,-5.7957616,3.8938055,f,33.93805503845215
24,"(509, 334, 604, 428)",1,0.9885173439979553,,5.06112,2.5244293,m,20.244293212890625,5.0677724,2.8275876,m,23.27587604522705
27,"(503, 332, 602, 430)",1,,15.284133074395548,5.0744247,3.130746,m,26.307458877563477,5.0677724,2.8275876,m,23.27587604522705
30,"(1001, 464, 1116, 578)",2,0.9995094537734985,,-3.9290056,4.0809913,f,35.80991268157959,-1.1307235,4.0080104,f,35.08010387420654
33,"(998, 460, 1113, 575)",2,,19.135721603896947,-2.5321825,4.098363,f,35.98362922668457,-1.1307235,4.0080104,f,35.08010387420654
36,"(1002, 463, 1109, 570)",2,0.9988382458686829,14.32875362537489,1.1433508,3.8172836,m,33.17283630371094,-1.1307235,4.0080104,f,35.08010387420654
39,"(991, 462, 1103, 573)",2,,16.391485853041534,0.7949432,4.0354033,m,35.35403251647949,-1.1307235,4.0080104,f,35.08010387420654
42,"(979, 469, 1090, 580)",3,0.9998575448989868,,-0.7266586,3.3576355,f,28.57635498046875,-1.344204,3.0730212,f,25.73021173477173
45,"(967, 479, 1080, 591)",3,,7.978865231464313,-0.1323793,3.6728797,f,31.72879695892334,-1.344204,3.0730212,f,25.73021173477173
48,"(970, 491, 1064, 585)",3,0.9982706904411316,9.66097005642997,-1.6005269,3.4372919,f,29.372918605804443,-1.344204,3.0730212,f,25.73021173477173
48,"(661, 458, 775, 572)",4,0.9950542449951172,,-0.47193056,3.1390543,f,26.39054298400879,-0.0056408346,3.1287615,f,26.287615299224854
51,"(967, 494, 1061, 588)",3,,22.34006540007729,-2.651323,3.3335748,f,28.335747718811035,-1.344204,3.0730212,f,25.73021173477173
51,"(663, 458, 779, 574)",4,,21.60657823590502,0.4606489,3.1184688,m,26.184687614440918,-0.0056408346,3.1287615,f,26.287615299224854
54,"(967, 497, 1060, 590)",3,0.9989995956420898,16.98123631004617,-3.967273,3.19249,f,26.924901008605957,-1.344204,3.0730212,f,25.73021173477173
57,"(967, 500, 1059, 592)",3,,17.245547901615762,-3.3802762,2.9437761,f,24.437761306762695,-1.344204,3.0730212,f,25.73021173477173
60,"(967, 502, 1061, 597)",3,0.9991662502288818,15.713714741694371,-2.8422813,3.1735635,f,26.735634803771973,-1.344204,3.0730212,f,25.73021173477173
63,"(965, 504, 1061, 600)",3,,22.46843086529762,-4.030631,3.1994338,f,26.994338035583496,-1.344204,3.0730212,f,25.73021173477173
66,"(970, 510, 1059, 599)",3,0.9987627863883972,13.683766166726045,-2.1133711,3.037537,f,25.375370979309082,-1.344204,3.0730212,f,25.73021173477173
69,"(970, 513, 1058, 601)",3,,21.01251617585813,-0.8459214,2.830987,f,23.30986976623535,-1.344204,3.0730212,f,25.73021173477173
