frame,bbox,face_id,detect_conf,track_conf,sex_decfunc,age_decfunc,sex_label,age_label,sex_decfunc_avg,age_decfunc_avg,sex_label_avg,age_label_avg
0,"(945, -17, 1139, 177)",0,0.999998927116394,,8.408023,3.9126961,m,34.12696123123169,8.110161,3.8855593,m,33.85559320449829
0,"(71, 119, 272, 320)",1,0.9999958872795105,,-13.514769,3.1241803,f,26.24180316925049,-12.936377,3.282696,f,27.82696008682251
0,"(311, 163, 491, 343)",2,0.99997878074646,,-11.023162,3.0358205,f,25.35820484161377,-9.773056,2.8191357,f,23.191356658935547
0,"(558, 202, 728, 371)",3,0.9999741911888123,,8.824936,2.9102302,m,24.102301597595215,7.914139,2.9716864,m,24.71686363220215
0,"(745, 23, 930, 208)",4,0.9815390706062317,,-7.944936,2.4272194,f,19.272193908691406,-8.388798,2.5071826,f,20.071825981140137
3,"(945, -15, 1139, 179)",0,,27.44006062053161,8.778386,3.785485,m,32.85485029220581,8.110161,3.8855593,m,33.85559320449829
3,"(72, 121, 274, 323)",1,,27.38797718763693,-12.259843,3.1883304,f,26.883304119110107,-12.936377,3.282696,f,27.82696008682251
3,"(312, 165, 491, 345)",2,,28.15017008119884,-10.580696,2.9436698,f,24.436697959899902,-9.773056,2.8191357,f,23.191356658935547
3,"(560, 203, 729, 372)",3,,25.894980455477437,9.261591,2.8731182,m,23.731181621551514,7.914139,2.9716864,m,24.71686363220215
3,"(745, 25, 930, 210)",4,,26.1319208214981,-8.155178,2.4060476,f,19.060475826263428,-8.388798,2.5071826,f,20.071825981140137
6,"(945, -16, 1137, 176)",0,0.9999986290931702,20.804626689486124,7.4344606,3.8042145,m,33.042144775390625,8.110161,3.8855593,m,33.85559320449829
6,"(70, 120, 276, 325)",1,0.9999977946281433,21.850043755765544,-12.805652,3.1921186,f,26.921186447143555,-12.936377,3.282696,f,27.82696008682251
6,"(311, 165, 490, 344)",2,0.9999711513519287,23.127772666336494,-10.94522,2.9628987,f,24.628987312316895,-9.773056,2.8191357,f,23.191356658935547
6,"(559, 201, 732, 374)",3,0.9999837279319763,20.246770978198875,10.582883,2.8225942,m,23.22594165802002,7.914139,2.9716864,m,24.71686363220215
6,"(745, 23, 930, 207)",4,0.9865335822105408,19.510662345653667,-7.7439985,2.355959,f,18.559589385986328,-8.388798,2.5071826,f,20.071825981140137
9,"(952, -16, 1141, 173)",0,,21.3710711029278,8.667166,3.665749,m,31.657490730285645,8.110161,3.8855593,m,33.85559320449829
9,"(77, 123, 280, 326)",1,,25.450306229800706,-12.959445,3.412425,f,29.124250411987305,-12.936377,3.282696,f,27.82696008682251
9,"(313, 165, 497, 349)",2,,25.935271840026633,-10.501206,2.940503,f,24.405028820037842,-9.773056,2.8191357,f,23.191356658935547
9,"(558, 197, 741, 380)",3,,25.892250169057267,9.253123,2.9355426,m,24.35542583465576,7.914139,2.9716864,m,24.71686363220215
9,"(747, 19, 936, 209)",4,,22.416377480863805,-7.5678577,2.2239287,f,17.23928689956665,-8.388798,2.5071826,f,20.071825981140137
12,"(947, -20, 1141, 175)",0,0.9999974966049194,18.737708084518616,9.028229,3.9724145,m,34.72414493560791,8.110161,3.8855593,m,33.85559320449829
12,"(71, 115, 279, 323)",1,0.9999954700469971,27.685385052514324,-12.843459,3.4009492,f,29.00949239730835,-12.936377,3.282696,f,27.82696008682251
